src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
-1.858306688034857324e+00 -2.428981402000844447e+00 -2.412454147296064555e+00 1.096163857065808322e-01 2.014281940735354226e+01
-1.985124060818170832e+00 -2.523114894457139989e+00 -2.393464745812903693e+00 1.529073488907068956e-01 1.974743115601553711e+01
-1.994296000066855257e+00 -2.494468714774500384e+00 -2.451930659652352240e+00 1.570895321325984639e-01 1.933066541310679298e+01
-1.906906142847289765e+00 -2.472923250928326766e+00 -2.303613175821446646e+00 1.284083893155578693e-01 1.900687770038503643e+01
-1.895220146166500363e+00 -2.380258731876999434e+00 -2.445532838713798895e+00 1.244258756642735442e-01 2.023834733571694500e+01
-1.878925389852829753e+00 -2.362748471258827365e+00 -2.323038037791311794e+00 1.008657011524300984e-01 1.917455055079399884e+01
-1.831303511492560432e+00 -2.452868659753691283e+00 -2.332680029170132840e+00 1.076630644484195543e-01 1.934463078760663990e+01
-1.904154073560409444e+00 -2.408370896243259729e+00 -2.405120763713016530e+00 1.222058897337512384e-01 1.978610508927943101e+01
-1.862002532634222440e+00 -2.396159812087020669e+00 -2.390065470605456710e+00 1.151114137107578372e-01 1.994431922922010259e+01
-1.837704713703668169e+00 -2.374000613800223647e+00 -2.334261488609406854e+00 1.025952487829711046e-01 1.944242903061243055e+01
-2.010907637785928515e+00 -2.577150052128700075e+00 -2.647805268857718275e+00 1.703208784027023803e-01 2.002749322699569490e+01
-1.924287112945989087e+00 -2.396543984876140954e+00 -2.384491156661336930e+00 1.325385861351762173e-01 1.980693422974525220e+01
-1.980982140507065559e+00 -2.576787748549538293e+00 -2.570541177659491083e+00 1.531029132930763481e-01 1.952484668683679914e+01
-1.958822250455567016e+00 -2.478403164241298917e+00 -2.460649205302326337e+00 1.340899260208230359e-01 1.929141718465960409e+01
-1.936492109904671466e+00 -2.443664716371557688e+00 -2.432575111870241003e+00 1.272251372984478657e-01 1.993835843282015929e+01
-1.899491485706914951e+00 -2.423088670941651479e+00 -2.355009590375960471e+00 1.220305679919335695e-01 1.906874493192442088e+01
